id,PitchNo,Date,Time,PAofInning,PitchofPA,PitcherId,PitcherThrows,PitcherTeam,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,TopOrBottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,TrackmanGameID,PitchUID,EffectiveVelo,MaxHeight,MeasuredDuration,SpeedDrop,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,ContactPositionX,ContactPositionY,ContactPositionZ,GameUID,UTCDate,UTCTime,LocalDateTime,UTCDateTime,AutoHitType,System,HomeTeamForeignID,AwayTeamForeignID,GameForeignID,CatcherId,CatcherThrows,CatcherTeam,PlayID,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2,HitSpinAxis,HitTrajectoryXc0,HitTrajectoryXc1,HitTrajectoryXc2,HitTrajectoryXc3,HitTrajectoryXc4,HitTrajectoryXc5,HitTrajectoryXc6,HitTrajectoryXc7,HitTrajectoryXc8,HitTrajectoryYc0,HitTrajectoryYc1,HitTrajectoryYc2,HitTrajectoryYc3,HitTrajectoryYc4,HitTrajectoryYc5,HitTrajectoryYc6,HitTrajectoryYc7,HitTrajectoryYc8,HitTrajectoryZc0,HitTrajectoryZc1,HitTrajectoryZc2,HitTrajectoryZc3,HitTrajectoryZc4,HitTrajectoryZc5,HitTrajectoryZc6,HitTrajectoryZc7,HitTrajectoryZc8,ThrowSpeed,PopTime,ExchangeTime,TimeToBase,CatchPositionX,CatchPositionY,CatchPositionZ,ThrowPositionX,ThrowPositionY,ThrowPositionZ,BasePositionX,BasePositionY,BasePositionZ,ThrowTrajectoryXc0,ThrowTrajectoryXc1,ThrowTrajectoryXc2,ThrowTrajectoryYc0,ThrowTrajectoryYc1,ThrowTrajectoryYc2,ThrowTrajectoryZc0,ThrowTrajectoryZc1,ThrowTrajectoryZc2,PitchReleaseConfidence,PitchLocationConfidence,PitchMovementConfidence,HitLaunchConfidence,HitLandingConfidence,CatcherThrowCatchConfidence,CatcherThrowReleaseConfidence,CatcherThrowLocationConfidence,GameID
82473,114,2021-05-02,12:55:15,2,2,1000024628,Right,PEN_NIT,1000083830,Left,MIC_SPA,Undefined,4,Top,1,0,1,Fastball,Four-Seam,StrikeCalled,Undefined,Undefined,Undefined,0,0,NULL,92.5819,-3.57434,-3.00094,2243.96,185.634,12:15:00,6.42213,1.38836,6.69545,-15.0908,16.8864,1.55807,1.88729,-1.2285,84.2187,-6.48512,-2.71763,0.406997,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-1.72811,10.3229,-1.18915,50,6.17748,6.97247,-134.165,-8.76276,-3.12422,31.2315,-13.5112,PEN_NIT,MIC_SPA,LubranoPark,D1,BIG10,20210502-LubranoPark-1,2bab7450-ab67-11eb-80f8-b13e49f774f7,92.611,NULL,NULL,8.36315,NULL,NULL,NULL,NULL,NULL,NULL,0d5e68e7-915e-4232-b3e8-019a2afc7c38,2021-05-02,16:55:15,"2021-05-02 12:55:15","2021-05-02 16:55:15",NULL,v3,5326,1551,"20210502 12:00 PM_Penn State_Michigan State",1000099712,Right,PEN_NIT,9f534692-7497-4368-83f0-a75f24c43d14,53.8014,-135.047,15.6157,6.41956,-8.38119,-6.75563,-1.38731,7.0607,-1.56211,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,High,High,High,NULL,NULL,NULL,NULL,NULL,336
82474,115,2021-05-02,12:55:29,2,3,1000024628,Right,PEN_NIT,1000083830,Left,MIC_SPA,Undefined,4,Top,1,0,2,Fastball,Four-Seam,FoulBall,Undefined,Undefined,Undefined,0,0,NULL,92.9946,-1.681,-2.859,2235.3,182.322,12:00:00,6.50414,1.63079,6.56782,-14.0437,17.8449,0.67831,3.79056,-0.93561,84.0699,-4.41912,-2.73598,0.406433,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-1.25721,10.2304,-1.43439,50,6.38222,6.70941,-134.897,-4.30092,-2.28718,32.8226,-13.5623,PEN_NIT,MIC_SPA,LubranoPark,D1,BIG10,20210502-LubranoPark-1,3390a230-ab67-11eb-80f8-b13e49f774f7,92.7396,NULL,NULL,8.92466,NULL,NULL,NULL,NULL,NULL,NULL,0d5e68e7-915e-4232-b3e8-019a2afc7c38,2021-05-02,16:55:29,"2021-05-02 12:55:29","2021-05-02 16:55:29",NULL,v3,5326,1551,"20210502 12:00 PM_Penn State_Michigan State",1000099712,Right,PEN_NIT,c5e07e81-973f-43bd-a72f-9b8307c5f973,53.9283,-135.85,16.4113,6.50132,-3.90737,-6.78113,-1.63005,6.77577,-1.14359,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,High,Medium,Medium,NULL,NULL,NULL,NULL,NULL,336
82475,116,2021-05-02,12:55:44,2,4,1000024628,Right,PEN_NIT,1000083830,Left,MIC_SPA,Undefined,4,Top,1,0,2,Curveball,Curveball,BallCalled,Undefined,Undefined,Undefined,0,0,NULL,78.7728,-2.30305,-2.58363,1943.81,25.9642,06:45:00,6.33746,1.60121,6.08631,-54.0466,-8.47079,-4.90929,-0.30023,-1.19957,72.0747,-12.1627,-3.47133,0.48589,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.68382,-3.22996,-1.39916,50,6.131,5.32621,-114.184,-6.27143,2.17681,25.1004,-36.3497,PEN_NIT,MIC_SPA,LubranoPark,D1,BIG10,20210502-LubranoPark-1,3cd8bb70-ab67-11eb-80f8-b13e49f774f7,77.574,NULL,NULL,6.6981,NULL,NULL,NULL,NULL,NULL,NULL,0d5e68e7-915e-4232-b3e8-019a2afc7c38,2021-05-02,16:55:44,"2021-05-02 12:55:44","2021-05-02 16:55:44",NULL,v3,5326,1551,"20210502 12:00 PM_Penn State_Michigan State",1000099712,Right,PEN_NIT,917a76c3-01f4-458b-98e7-ebe54fa07931,54.4134,-115.15,12.5502,6.34546,-4.87236,-18.1749,-1.60255,5.24242,1.08841,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,High,High,High,NULL,NULL,NULL,NULL,NULL,336
82476,117,2021-05-02,12:56:04,2,5,1000024628,Right,PEN_NIT,1000083830,Left,MIC_SPA,Undefined,4,Top,1,1,2,Fastball,Four-Seam,StrikeSwinging,Strikeout,Undefined,Undefined,0,0,NULL,93.2635,-2.25552,-1.90157,2332.05,186.116,12:15:00,6.39399,1.28746,6.47246,-11.3877,20.3438,2.06177,3.37149,-0.28764,84.4579,-4.50442,-1.52781,0.40543,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-1.64791,11.6059,-1.15433,50,6.22936,4.40482,-135.308,-5.561,-3.02612,32.1334,-10.8616,PEN_NIT,MIC_SPA,LubranoPark,D1,BIG10,20210502-LubranoPark-1,486bd620-ab67-11eb-80f8-b13e49f774f7,92.9689,NULL,NULL,8.8056,NULL,NULL,NULL,NULL,NULL,NULL,0d5e68e7-915e-4232-b3e8-019a2afc7c38,2021-05-02,16:56:04,"2021-05-02 12:56:04","2021-05-02 16:56:04",NULL,v3,5326,1551,"20210502 12:00 PM_Penn State_Michigan State",1000099712,Right,PEN_NIT,0ca880e8-129a-415b-a89d-d44e5b7fffa9,54.022,-136.26,16.0667,6.38932,-5.23928,-5.43079,-1.28613,4.49446,-1.51306,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,69.4749,NULL,NULL,1.00471,NULL,NULL,NULL,1.18885,5.262,6.3714,71.3824,2.30658,-53.3961,1.21403,73.5502,-3.69073,5.28352,9.31274,-12.215,6.26849,-68.3147,8.8776,High,High,High,NULL,NULL,High,High,High,336
82477,118,2021-05-02,12:56:28,3,1,1000024628,Right,PEN_NIT,1000026705,Right,MIC_SPA,Undefined,4,Top,2,0,0,Fastball,Four-Seam,StrikeCalled,Undefined,Undefined,Undefined,0,0,NULL,92.0228,-3.08505,-2.06477,2388.55,176.868,12:00:00,6.3539,1.34293,6.77454,-14.8195,17.3499,-0.8898,2.29754,-0.6173,83.7532,-5.95549,-2.22701,0.408219,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-0.14815,10.4059,-1.20815,50,6.14646,4.84878,-133.514,-7.54327,-0.26558,30.5853,-13.5194,PEN_NIT,MIC_SPA,LubranoPark,D1,BIG10,20210502-LubranoPark-1,570468a0-ab67-11eb-80f8-b13e49f774f7,92.3339,NULL,NULL,8.26959,NULL,NULL,NULL,NULL,NULL,NULL,0d5e68e7-915e-4232-b3e8-019a2afc7c38,2021-05-02,16:56:28,"2021-05-02 12:56:28","2021-05-02 16:56:28",NULL,v3,5326,1551,"20210502 12:00 PM_Penn State_Michigan State",1000099712,Right,PEN_NIT,c54a1c4d-e3fd-4445-af6f-c69ca7a3d630,53.7207,-134.364,15.2927,6.35079,-7.16771,-6.75972,-1.34294,4.85616,-0.13279,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,High,High,High,NULL,NULL,NULL,NULL,NULL,336
82478,119,2021-05-02,12:56:41,3,2,1000024628,Right,PEN_NIT,1000026705,Right,MIC_SPA,Undefined,4,Top,2,0,1,Curveball,Curveball,InPlay,Undefined,GroundBall,Out,1,0,NULL,76.0337,1.64108,-0.955977,1979.24,14.775,06:30:00,6.41289,1.40745,5.9237,-62.4886,-13.542,-4.02217,2.72891,0.18512,69.1781,-9.82075,-1.68014,0.503538,73.189,-28.4907,7.67595,NULL,NULL,NULL,NULL,5.61532,NULL,2.54376,0.042422,1.74476,-6.96457,-1.32872,50,6.50911,1.9878,-110.372,1.18822,2.11476,22.8385,-40.6155,PEN_NIT,MIC_SPA,LubranoPark,D1,BIG10,20210502-LubranoPark-1,5eba7030-ab67-11eb-80f8-b13e49f774f7,74.8551,2.45853,NULL,6.85555,NULL,NULL,NULL,1.64338,2.17221,-0.28536,0d5e68e7-915e-4232-b3e8-019a2afc7c38,2021-05-02,16:56:41,"2021-05-02 12:56:41","2021-05-02 16:56:41",GroundBall,v3,5326,1551,"20210502 12:00 PM_Penn State_Michigan State",1000099712,Right,PEN_NIT,2ef077e0-7be0-4d57-93df-1ba912efaa30,54.5767,-111.315,11.4193,6.42543,2.86523,-20.3077,-1.409,1.90048,1.05738,NULL,1.64338,93.4985,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2.17221,-51.2046,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-0.28536,12.6015,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,High,High,High,Medium,Medium,NULL,NULL,NULL,336
82484,125,2021-05-02,13:02:04,1,1,1000024628,Right,PEN_NIT,1000093254,Left,MIC_SPA,Undefined,5,Top,0,0,0,Curveball,Curveball,BallCalled,Undefined,Undefined,Undefined,0,0,NULL,75.4898,-0.914176,-1.06944,1883.3,34.5127,07:15:00,6.50552,1.73192,5.8252,-54.482,-5.20465,-4.64894,1.11528,0.35021,69.7356,-10.8437,-1.90594,0.505237,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2.0687,-1.93043,-1.64178,50,6.39866,2.21304,-109.671,-3.44236,2.50692,20.3005,-34.5134,PEN_NIT,MIC_SPA,LubranoPark,D1,BIG10,20210502-LubranoPark-1,1efc93f0-ab68-11eb-80f8-b13e49f774f7,74.6035,NULL,NULL,5.75417,NULL,NULL,NULL,NULL,NULL,NULL,0d5e68e7-915e-4232-b3e8-019a2afc7c38,2021-05-02,17:02:04,"2021-05-02 13:02:04","2021-05-02 17:02:04",NULL,v3,5326,1551,"20210502 12:00 PM_Penn State_Michigan State",1000099712,Right,PEN_NIT,b0d3028c-f147-4935-827a-6f3248b25c0d,54.6747,-110.533,10.1503,6.5137,-1.97699,-17.2567,-1.73348,2.10661,1.25346,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,High,High,High,NULL,NULL,NULL,NULL,NULL,336
82485,126,2021-05-02,13:02:16,1,2,1000024628,Right,PEN_NIT,1000093254,Left,MIC_SPA,Undefined,5,Top,0,1,0,Fastball,Four-Seam,StrikeCalled,Undefined,Undefined,Undefined,0,0,NULL,91.0497,-3.03518,-2.41725,2189.87,205.929,12:45:00,6.39513,1.53709,6.91093,-14.1326,18.1697,8.35788,2.44829,0.03093,83.7737,-5.77178,-0.889381,0.409061,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-5.06689,10.7648,-1.38771,50,6.1987,5.27261,-132.273,-7.33258,-9.02749,26.7215,-12.9947,PEN_NIT,MIC_SPA,LubranoPark,D1,BIG10,20210502-LubranoPark-1,26145fb0-ab68-11eb-80f8-b13e49f774f7,92.1438,NULL,NULL,7.27599,NULL,NULL,NULL,NULL,NULL,NULL,0d5e68e7-915e-4232-b3e8-019a2afc7c38,2021-05-02,17:02:16,"2021-05-02 13:02:16","2021-05-02 17:02:16",NULL,v3,5326,1551,"20210502 12:00 PM_Penn State_Michigan State",1000099712,Right,PEN_NIT,4e07d153-895a-48ec-8cbf-51f6bc072949,53.5871,-132.995,13.3608,6.39225,-6.98114,-6.49736,-1.5336,5.51676,-4.51375,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,High,High,High,NULL,NULL,NULL,NULL,NULL,336
82486,127,2021-05-02,13:02:29,1,3,1000024628,Right,PEN_NIT,1000093254,Left,MIC_SPA,Undefined,5,Top,0,1,1,Fastball,Four-Seam,InPlay,Undefined,FlyBall,Out,1,0,NULL,90.8043,-2.20555,-2.18684,2289.21,199.404,12:45:00,6.42928,1.46141,6.77662,-13.3577,19.4881,6.48866,3.29996,0.00453,82.857,-4.81795,-1.00373,0.412488,81.2568,36.8307,-32.5928,4245.2,88.2928,66.1129,-65.6077,299.093,NULL,-41.5252,4.41637,-4.07776,11.2946,-1.32125,50,6.28006,4.79536,-131.925,-5.3753,-7.16444,28.8693,-12.33,PEN_NIT,MIC_SPA,LubranoPark,D1,BIG10,20210502-LubranoPark-1,2e30a320-ab68-11eb-80f8-b13e49f774f7,91.3783,74.0496,NULL,7.94728,NULL,NULL,NULL,1.48329,3.24263,0.06808,0d5e68e7-915e-4232-b3e8-019a2afc7c38,2021-05-02,17:02:29,"2021-05-02 13:02:29","2021-05-02 17:02:29",FlyBall,v3,5326,1551,"20210502 12:00 PM_Penn State_Michigan State",1000099712,Right,PEN_NIT,fe744886-38ab-4e23-b9fa-b7af07ae9da4,53.7216,-132.737,14.4346,6.42635,-5.02854,-6.16502,-1.45894,4.99685,-3.58222,145.991,1.48553,80.3136,-17.5504,4.7948,-0.79801,0.04349,0.01009,-0.00173,0.00007,3.2427,71.4322,-20.028,0.89925,0.29792,-0.23537,0.0752,-0.01165,0.00069,0.06758,-51.3716,3.35764,-0.7765,0.09926,0.00138,-0.00205,0.00011,0.00001,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,High,Medium,Medium,High,Medium,NULL,NULL,NULL,336
82487,128,2021-05-02,13:03:01,2,1,1000024628,Right,PEN_NIT,1000053993,Left,MIC_SPA,Undefined,5,Top,1,0,0,Curveball,Curveball,BallCalled,Undefined,Undefined,Undefined,0,0,NULL,77.2293,-0.937643,-1.60407,1808.88,26.1154,06:45:00,6.41388,1.62398,6.32928,-52.9722,-6.1374,-3.82681,1.13571,-0.17239,70.3808,-10.7165,-2.29892,0.492556,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.44784,-2.34406,-1.50536,50,6.32142,3.27353,-112.108,-3.40259,1.80631,23.9926,-35.0985,PEN_NIT,MIC_SPA,LubranoPark,D1,BIG10,20210502-LubranoPark-1,414fa820-ab68-11eb-80f8-b13e49f774f7,76.5242,NULL,NULL,6.84844,NULL,NULL,NULL,NULL,NULL,NULL,0d5e68e7-915e-4232-b3e8-019a2afc7c38,2021-05-02,17:03:01,"2021-05-02 13:03:01","2021-05-02 17:03:01",NULL,v3,5326,1551,"20210502 12:00 PM_Penn State_Michigan State",1000099712,Right,PEN_NIT,85412773-6c92-4ebd-a767-fa24c0dfea26,54.1684,-112.997,11.9963,6.42336,-2.10272,-17.5492,-1.62536,3.20663,0.90315,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,High,High,High,NULL,NULL,NULL,NULL,NULL,336
82488,129,2021-05-02,13:03:13,2,2,1000024628,Right,PEN_NIT,1000053993,Left,MIC_SPA,Undefined,5,Top,1,1,0,Curveball,Curveball,BallCalled,Undefined,Undefined,Undefined,0,0,NULL,77.9703,-0.969676,-1.86119,2000.09,45.8476,07:30:00,6.35539,1.69556,6.09652,-52.6681,-6.52095,-8.32981,1.06898,-0.7206,71.4189,-10.6286,-3.3662,0.488927,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3.70898,-2.59189,-1.548,50,6.25343,3.97689,-113.191,-3.54296,4.74168,23.4748,-35.4876,PEN_NIT,MIC_SPA,LubranoPark,D1,BIG10,20210502-LubranoPark-1,489cb4b0-ab68-11eb-80f8-b13e49f774f7,77.0922,NULL,NULL,6.5514,NULL,NULL,NULL,NULL,NULL,NULL,0d5e68e7-915e-4232-b3e8-019a2afc7c38,2021-05-02,17:03:13,"2021-05-02 13:03:13","2021-05-02 17:03:13",NULL,v3,5326,1551,"20210502 12:00 PM_Penn State_Michigan State",1000099712,Right,PEN_NIT,248560f2-63c8-42cc-b358-ea192d930b55,54.4026,-114.1,11.7374,6.36406,-2.16819,-17.7438,-1.69851,3.7932,2.37084,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,High,High,High,NULL,NULL,NULL,NULL,NULL,336
82489,130,2021-05-02,13:03:26,2,3,1000024628,Right,PEN_NIT,1000053993,Left,MIC_SPA,Undefined,5,Top,1,2,0,Fastball,Four-Seam,StrikeCalled,Undefined,Undefined,Undefined,0,0,NULL,90.6904,-3.53348,-2.45607,2347.96,182.859,12:00:00,6.32607,1.38377,6.88468,-14.3371,18.6693,0.87658,1.90477,-0.78237,82.6015,-6.32253,-2.29598,0.413495,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-1.19429,11.3003,-1.2287,50,6.09652,5.60862,-131.531,-8.43664,-2.07832,29.6268,-12.5091,PEN_NIT,MIC_SPA,LubranoPark,D1,BIG10,20210502-LubranoPark-1,50426890-ab68-11eb-80f8-b13e49f774f7,91.1557,NULL,NULL,8.08887,NULL,NULL,NULL,NULL,NULL,NULL,0d5e68e7-915e-4232-b3e8-019a2afc7c38,2021-05-02,17:03:26,"2021-05-02 13:03:26","2021-05-02 17:03:26",NULL,v3,5326,1551,"20210502 12:00 PM_Penn State_Michigan State",1000099712,Right,PEN_NIT,76529fe3-dbad-44c6-be4c-65a0e6aee5be,53.6115,-132.342,14.8134,6.32277,-8.09423,-6.25453,-1.38301,5.66551,-1.03916,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,High,Medium,Medium,NULL,NULL,NULL,NULL,NULL,336
82490,131,2021-05-02,13:03:39,2,4,1000024628,Right,PEN_NIT,1000053993,Left,MIC_SPA,Undefined,5,Top,1,2,1,Fastball,Four-Seam,StrikeCalled,Undefined,Undefined,Undefined,0,0,NULL,92.7829,-3.74807,-1.60579,2275.56,200.049,12:45:00,6.54089,1.51949,6.46773,-11.2432,20.8954,7.2117,2.1554,0.64529,84.0963,-5.96499,-0.297867,0.408023,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-4.2213,12.3565,-1.409,50,6.27062,3.46486,-134.456,-9.03219,-7.65509,31.7092,-9.76609,PEN_NIT,MIC_SPA,LubranoPark,D1,BIG10,20210502-LubranoPark-1,57be9b70-ab68-11eb-80f8-b13e49f774f7,92.3782,NULL,NULL,8.6866,NULL,NULL,NULL,NULL,NULL,NULL,0d5e68e7-915e-4232-b3e8-019a2afc7c38,2021-05-02,17:03:39,"2021-05-02 13:03:39","2021-05-02 17:03:39",NULL,v3,5326,1551,"20210502 12:00 PM_Penn State_Michigan State",1000099712,Right,PEN_NIT,aa4512de-b58e-40d8-af8b-4b535ad492de,54.027,-135.403,15.8546,6.53584,-8.74072,-4.88304,-1.51582,3.69333,-3.82754,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,High,High,High,NULL,NULL,NULL,NULL,NULL,336
82491,132,2021-05-02,13:03:57,2,5,1000024628,Right,PEN_NIT,1000053993,Left,MIC_SPA,Undefined,5,Top,1,2,2,Fastball,Four-Seam,FoulBall,Undefined,Undefined,Undefined,0,0,NULL,92.5245,-2.90713,-2.31824,2478.89,190.246,12:15:00,6.38245,1.50533,6.73032,-13.5426,18.1513,3.09693,2.59281,-0.35623,84.5965,-5.53556,-1.75419,0.405191,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-2.29402,10.7348,-1.35356,50,6.18487,5.31886,-134.334,-7.14205,-4.18583,29.4947,-12.5864,PEN_NIT,MIC_SPA,LubranoPark,D1,BIG10,20210502-LubranoPark-1,6296a380-ab68-11eb-80f8-b13e49f774f7,93.024,NULL,NULL,7.92805,NULL,NULL,NULL,NULL,NULL,NULL,0d5e68e7-915e-4232-b3e8-019a2afc7c38,2021-05-02,17:03:57,"2021-05-02 13:03:57","2021-05-02 17:03:57",NULL,v3,5326,1551,"20210502 12:00 PM_Penn State_Michigan State",1000099712,Right,PEN_NIT,d526e86c-b187-4848-8a8f-6dea5ca22845,53.7675,-135.159,14.7474,6.37964,-6.79014,-6.2932,-1.50391,5.4359,-2.09292,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,High,High,High,NULL,NULL,NULL,NULL,NULL,336
